"A101_01","A102_01","A202_01","A202_02","A203_06","A203_05","A203_03","A203_04","A203_10","A203_01","A203_07","A203_08","A203_09","A204","A205_01","A206_01","A206_02","A206_03","A207_01","A207_02","A207_03","A207_04","A207_05","A208_01","A208_02","A208_03","A208_04","A501_01","A501_02","A501_03","A501_04","A502","A502_01","A502_02","A502_03","A502_04","A502_05","A502_06","A502_07","A502_08","A502_09","A601_01","A602","A603_01","A603_02","A603_03","A603_04","A604","A605","A702","Bula"
4,"Sicherheit ",73,76,1,1,4,2,3,6,2,2,2,2,NA,4,4,3,NA,NA,NA,NA,NA,3,3,3,4,2,4,4,3,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"1977",2,2,2,2,1,5,1,1,"TH"
4,"Soziale Ungerechtigkeit ",100,100,2,2,2,5,1,3,1,1,3,2,NA,3,3,3,NA,NA,NA,NA,NA,5,1,5,2,3,3,4,4,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"1965",2,1,2,2,2,4,1,1,"TH"
4,"Verkehrsführung, Ampelsteuerung",74,86,4,4,6,2,3,2,1,1,3,2,NA,2,1,1,5,5,4,4,3,3,3,1,2,3,3,2,5,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"1983",2,2,1,2,2,3,5,1,"RLP"
5,"Klimaschutz/Begrünung der Innenstadt",101,101,4,5,3,4,3,1,2,4,4,2,NA,5,3,2,NA,NA,NA,NA,NA,4,2,3,2,5,5,5,5,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"1971",2,1,2,2,2,2,5,1,"TH"
5,"Digitalisierung",101,101,5,5,6,1,1,6,3,1,4,2,NA,3,2,1,NA,NA,NA,NA,NA,5,5,5,4,5,5,2,5,2,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"1978",2,NA,1,1,NA,2,1,1,"TH"
4,"Klimaschutz",86,101,2,6,1,3,1,2,3,2,4,2,NA,3,2,2,NA,NA,NA,NA,NA,3,3,3,3,5,5,5,5,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"1952",2,1,2,2,2,1,4,1,"TH"
3,"Änderungen im Schulsystem ",51,51,1,3,6,3,2,4,3,2,3,2,NA,3,3,4,NA,NA,NA,NA,NA,4,2,4,3,3,3,2,4,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"1963",2,2,1,2,2,6,4,1,"TH"
5,"Heizungspolitik, hier gibt es viel alte Häuser und viele alte Menschen.. .wie sollen sie mit allen neuen  Gesetzen zu Heizungen klat kommen?",92,69,5,3,6,6,3,3,3,1,5,1,"THUERINGER ALLGEMEINE",1,2,2,NA,NA,NA,NA,NA,4,3,3,2,4,4,4,5,1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"1950",2,1,2,2,2,4,1,1,"TH"
4,"Klimaschutz",81,81,4,1,3,5,1,4,3,6,3,2,NA,2,4,2,NA,NA,NA,NA,NA,5,5,5,5,4,4,5,5,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"1991",2,2,1,2,2,4,4,1,"TH"
5,"Wohnraumbeschaffung",100,101,5,6,2,3,1,4,2,1,5,2,NA,1,1,1,5,5,5,5,5,4,4,5,3,4,4,4,5,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"1995",1,2,1,2,2,2,5,1,"RLP"
5,"Wohnraum schaffen",83,81,5,4,4,4,1,6,3,2,4,1,"Allgemeine Zeitung",1,2,3,2,2,2,4,4,5,3,5,5,3,4,1,5,3,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,"1973",1,2,1,1,2,5,2,1,"RLP"
4,"Finanzielle / pädagogische Sicherung des Schulalltags ",84,101,3,1,6,3,3,3,3,4,3,2,NA,1,2,1,NA,NA,NA,NA,NA,5,5,3,5,3,3,1,3,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"1968",1,2,2,1,2,3,2,1,"TH"
4,"Netto-Null-Emissionen für das Stadtgebiet/den Landkreis zu erreichen mit Fokus auf die Ermächtigung sozial schwacher Haushalte und Communities",22,101,1,2,3,5,1,6,1,1,2,2,NA,2,5,4,NA,NA,NA,NA,NA,4,2,4,3,4,4,5,5,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"1995",1,2,1,2,2,1,4,1,"TH"
5,"rechte Einstellungen von vielen Bürgern, die Vergessenen auf dem Land",101,82,2,2,6,2,1,6,2,1,3,2,NA,1,2,1,NA,NA,NA,NA,NA,4,2,4,3,3,2,2,3,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"1985",1,2,1,2,2,1,1,1,"TH"
5,"Soziale Gerechtigkeit ",92,101,5,5,3,5,3,3,3,1,6,1,"Thüringer Allgemeine",3,2,1,NA,NA,NA,NA,NA,4,3,5,2,5,5,5,5,2,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"1989",1,2,2,2,1,6,3,1,"TH"
4,"Gesundheitswesen",72,59,4,2,3,4,2,3,1,2,3,2,NA,3,3,3,5,5,5,5,4,3,2,2,3,5,4,5,5,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"1962",2,2,1,2,2,6,5,1,"RLP"
2,"Heizwende, Nutzung erneuerbarer Energien",24,100,3,6,3,3,1,1,1,2,2,1,"Allgemeine Zeitung",3,4,4,4,5,5,4,4,3,2,3,4,4,4,4,4,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"1972",2,2,1,1,2,6,2,1,"RLP"
4,"Schulen und Bildung ",90,77,4,4,4,4,4,4,3,3,4,2,NA,2,2,2,5,3,4,5,5,4,3,4,3,2,2,3,4,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"1985",2,2,1,1,2,4,1,1,"RLP"
5,"Schulen und Kindergärten / Bildung",101,101,1,6,6,3,1,6,1,1,5,2,NA,3,4,4,5,5,5,5,5,5,4,5,4,5,5,4,5,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"1979",1,2,1,1,2,4,5,1,"RLP"
5,"Ein Mobilitätskonzept, das allen Verkehrsträgern gerecht wird",86,86,5,4,4,5,2,6,2,4,3,1,"AZ Mainz",2,1,1,5,5,5,5,5,5,3,5,2,4,4,4,5,2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"1967",1,2,1,2,1,6,2,1,"RLP"
5,"Bildung",91,99,6,6,4,6,3,5,1,2,4,1,"Allgemeine Zeitung Mainz",2,2,2,5,4,3,4,2,4,4,5,4,5,5,3,5,2,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"01.11.1967",1,2,1,2,2,6,5,1,"RLP"
2,"Bildung, Sanierung von Schulen ",33,51,2,2,3,2,1,2,1,2,3,2,NA,3,2,2,NA,NA,NA,NA,NA,1,3,1,2,2,2,3,4,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"1996",2,2,1,2,2,3,5,1,"TH"
4,"Haushaltsperre",74,87,4,4,6,6,1,5,1,4,4,2,NA,1,1,1,5,5,5,5,5,4,4,4,4,5,4,2,4,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"1944",2,1,1,2,2,3,3,1,"RLP"
4,"Verkehrsführung",61,50,4,4,4,1,1,5,3,2,4,2,NA,3,2,2,NA,NA,NA,NA,NA,3,2,1,2,5,5,5,5,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"1991",2,2,1,1,2,6,5,1,"TH"
5,"Verkehrslage und die Straßensanierung",101,67,5,5,6,6,4,5,3,5,5,1,"Rhein-Zeitung",5,5,5,5,5,5,4,4,5,4,5,4,5,5,5,5,4,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,"1988",1,2,2,2,1,6,1,1,"RLP"
2,"Einwanderung ",20,21,1,1,1,1,1,1,1,1,1,2,NA,1,1,1,5,5,5,5,3,2,3,3,2,1,1,1,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"1976",1,2,1,1,1,6,5,1,"RLP"
5,"Einwanderung /Flüchtlingsplolitik",88,61,3,1,5,4,3,1,2,1,3,2,NA,3,2,3,NA,NA,NA,NA,NA,5,3,3,3,2,3,3,3,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"1988",2,2,1,1,2,2,4,1,"TH"
4,"Gentrifizierung",86,101,5,4,2,4,1,2,2,2,4,1,"Thüringer Allgemeine Zeitung",2,1,1,NA,NA,NA,NA,NA,2,2,2,2,5,5,5,5,3,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,"1978",2,1,NA,NA,NA,3,1,1,"TH"
4,"Sauberkeit an öffentlichen Plätzen ",83,71,3,1,3,2,3,5,3,2,4,2,NA,3,3,4,5,5,4,3,2,3,3,2,4,5,4,5,5,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"1974",2,2,1,1,2,6,3,1,"RLP"
4,"Öffentlicher NAhverkehr",75,93,4,4,6,5,1,1,1,2,2,2,NA,3,1,2,5,5,5,5,1,4,3,3,3,3,2,4,5,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"1975",1,2,1,2,2,3,2,1,"RLP"
3,"Verbesserung der Lebensverhältnisse -> Steigerung der Lebensattraktivität und täglichen Versorgung",51,101,2,5,5,5,1,6,2,5,6,2,NA,2,2,1,5,5,5,5,5,4,2,4,2,3,2,2,4,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"1994",2,1,2,2,2,6,1,1,"RLP"
4,"Bürokratieabbau / Digitalisierung ",76,101,2,6,6,3,1,1,1,2,3,1,"Bretzenheimer Anzeiger (oder so)",4,2,2,5,5,5,5,5,4,4,5,3,4,3,1,2,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"1986",1,2,1,1,2,2,5,1,"RLP"
5,"Wohnungspolitik",101,101,1,2,6,5,1,5,3,3,4,2,NA,4,2,3,NA,NA,NA,NA,NA,5,3,5,4,5,5,5,5,4,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"1985",1,2,1,1,2,4,4,1,"TH"
3,"Bildung und Integration ",64,63,4,4,3,4,2,4,3,3,4,1,"Allgemeine Zeitung ",3,3,3,5,5,5,5,5,3,3,3,3,4,4,4,4,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"1968",2,2,1,2,2,4,4,1,"RLP"
4,"Nachhaltigkeit",65,64,2,3,2,2,3,3,3,1,2,2,NA,3,3,3,4,5,4,4,4,4,3,3,2,4,3,3,5,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"1978",1,2,1,1,2,2,5,1,"RLP"
4,"Attraktivität",64,79,2,3,2,2,1,2,3,2,2,2,NA,5,4,4,NA,NA,NA,NA,NA,3,2,3,2,2,1,1,4,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"1995",1,1,2,2,2,2,3,1,"TH"
4,"Diebstähle und Straßenbelege",95,89,1,1,4,4,2,6,2,4,3,2,NA,2,2,2,NA,NA,NA,NA,NA,4,4,2,4,3,3,4,4,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"1972",2,2,1,2,2,3,2,1,"TH"
3,"Wegeverhält nisse",53,52,3,2,5,4,2,1,3,2,3,2,NA,4,3,3,NA,NA,NA,NA,NA,2,2,5,3,4,3,3,4,1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"1957",1,2,1,2,NA,6,4,1,"TH"
4,"Heizungsgesetz",96,68,1,1,2,3,1,6,2,2,1,2,NA,1,3,5,5,5,5,3,2,5,2,3,3,4,3,5,5,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"1972",2,1,2,2,2,4,3,1,"RLP"
5,"Ärztemangel",81,58,3,1,6,4,3,2,3,3,5,2,NA,3,2,1,NA,NA,NA,NA,NA,3,4,4,5,5,5,5,5,2,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"1986",2,2,1,1,2,4,2,1,"TH"
4,"Migration ",89,78,1,1,6,6,4,3,1,1,4,2,NA,1,4,3,NA,NA,NA,NA,NA,3,2,3,3,5,5,5,5,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"1959",2,2,1,2,2,6,5,1,"TH"
5,"Sozialer Wohnungsbau",95,93,2,2,5,6,4,4,2,4,4,2,NA,2,2,2,NA,NA,NA,NA,NA,4,3,4,3,5,5,3,5,2,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"1952",1,2,1,2,1,6,1,1,"TH"
3,"Bürokratisierung",82,12,5,1,2,4,1,3,5,4,6,1,"öffentlicher Anzeiger",3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,5,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"1963",2,2,1,2,2,5,1,1,"RLP"
4,"Verkehrswende",67,80,5,5,4,4,2,2,1,3,4,1,"Allgemeine Zeitung Mainz",2,2,1,4,4,4,5,4,4,3,4,3,4,5,4,5,4,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,"1974",1,2,1,1,2,6,5,1,"RLP"
4,"ÖPNV Anbindung, Versorgungsinfrastruktur (Läden und Glasfaserausbau)",64,101,5,5,4,5,1,2,1,2,3,1,"Allgemeine Zeitung Bingen",2,1,2,5,2,5,5,5,5,3,5,2,4,4,2,5,2,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"1955",1,2,1,2,2,6,2,1,"RLP"
4,"Gesundheitswesen",72,51,4,2,3,2,1,5,2,2,3,2,NA,4,2,3,4,4,4,5,5,2,3,2,4,4,4,4,5,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"1991",2,2,1,2,2,3,5,1,"RLP"
4,"Klimaschutzmaßnahmen und Verkehrspolitik",75,88,1,1,5,1,1,4,1,2,5,2,NA,3,2,2,3,5,5,5,2,4,3,4,4,4,2,4,4,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"1993",2,2,1,2,2,2,5,1,"RLP"
4,"Teure Mieten",67,101,3,3,2,3,1,4,1,3,3,2,NA,5,3,1,3,3,3,4,5,3,3,1,2,3,3,3,3,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"1993",1,2,1,2,2,3,5,1,"RLP"
3,"Ärztemangel",51,51,1,1,2,2,1,3,1,1,2,2,NA,4,2,3,4,5,5,5,5,1,1,3,1,2,2,2,5,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"1984",2,2,1,2,2,3,1,1,"RLP"
5,"ökologische Landwirtschaft ausweiten",101,101,5,4,4,5,4,4,4,4,4,1,"Allgemeine Zeitung",1,2,1,5,5,4,3,3,2,1,2,2,5,4,4,5,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"1961",1,2,1,2,2,2,1,1,"RLP"
5,"Verkehrskonzept",99,101,6,5,4,4,4,4,1,2,4,1,"AZ ",1,1,1,5,5,3,2,2,5,1,5,1,5,5,5,5,4,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,"1968",2,2,1,1,2,5,5,1,"RLP"
5,"effizentere Verwaltung (Digitalisierung); Senkung der Mieten Bürgerhäuser",101,101,5,4,3,6,2,3,1,2,4,1,"Mainzer Allgemeine Zeitung",1,2,2,5,5,5,5,4,5,2,5,2,5,5,5,5,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"1958",1,1,2,1,2,6,5,1,"RLP"
4,"Stadtklima",101,101,5,3,5,5,1,5,2,3,4,2,NA,1,1,1,5,5,5,5,3,4,3,4,3,5,5,5,5,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"1961",2,2,1,2,2,6,5,1,"RLP"
4,"Ausbau öffentlicher Nahverkehr",92,92,5,5,5,5,2,4,1,2,2,2,NA,1,2,2,5,3,5,5,5,4,1,4,3,4,2,2,4,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"1961",2,1,1,2,2,3,2,1,"RLP"
3,"Die Gestaltung der Innenstadt, da die geplante Gestaltung dazu führt, dass immer mehr Geschäfte schließen",51,100,5,5,1,5,3,1,1,1,4,2,NA,1,2,1,4,5,5,5,3,2,1,2,1,3,1,4,2,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"1948",2,1,2,2,2,4,5,1,"RLP"
5,"Medizinische Versorgung",85,98,3,2,6,5,6,2,4,3,3,2,NA,3,2,3,5,5,5,5,3,4,4,5,4,4,3,2,3,4,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,"1973",1,1,2,2,2,3,1,1,"RLP"
5,"Sanierungen",85,6,6,6,6,5,5,5,4,5,4,1,"Allgemeine Zeitung ",2,2,3,5,5,5,3,4,4,2,2,2,4,3,3,4,3,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"1951",1,2,1,2,2,6,5,1,"RLP"
4,"Nachhaltigkeit und Klimawandel ",81,81,5,4,5,4,1,6,1,5,4,2,NA,2,3,2,4,5,5,5,4,2,4,2,4,2,2,3,3,3,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"2001",2,1,2,2,2,2,5,1,"RLP"
4,"Unterstützung junger Familien",81,61,3,1,6,2,1,3,3,2,4,2,NA,1,1,1,NA,NA,NA,NA,NA,2,4,5,4,2,2,2,5,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"1991",2,2,1,1,2,2,1,1,"TH"
5,"Umweltschutz",100,92,2,2,3,1,1,5,3,2,2,1,"Mittelrhein-Anzeiger",1,2,1,4,4,5,5,5,4,4,2,3,5,5,3,5,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"2002",2,2,2,2,1,5,1,1,"RLP"
4,"bezahlbarer Wohnraum",81,91,5,2,2,2,3,1,3,1,4,2,NA,4,2,3,5,5,5,5,5,4,3,3,3,4,4,2,4,2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"1963",1,2,1,2,1,3,2,1,"RLP"
5,"Soziale Brennpunke vermeiden, kulturelle Angebote bezahlbar gestalten, konstruktive Zusammenarbeit aller politischen Entscheidungsträger ",97,98,5,4,6,6,3,4,3,4,5,1,"Thüringer Allgemeine",2,1,1,NA,NA,NA,NA,NA,4,3,4,4,4,4,4,5,3,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"1953",2,1,2,2,2,6,3,1,"TH"
2,"Einwanderung",16,65,1,1,4,4,3,1,3,1,1,2,NA,4,2,3,3,3,4,4,1,2,3,2,3,3,2,3,4,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"1975",1,2,1,2,2,6,1,1,"RLP"
5,"Gegen den wirtschaftlichen und kulturellen Niedergang vorgehen.",92,20,3,3,1,1,3,1,3,5,6,2,NA,3,3,3,1,1,1,1,1,5,1,5,1,4,5,5,4,4,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,"1964",1,2,1,2,1,6,5,1,"RLP"
4,"Klimafreundliche und sozial gerechte Stadtplanung ",72,101,2,4,3,4,1,4,1,2,4,2,NA,3,3,3,3,5,5,4,3,5,3,5,3,4,4,1,4,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"2001",2,2,2,2,1,4,5,1,"RLP"
4,NA,83,101,5,3,6,5,2,2,2,2,3,2,NA,1,1,3,NA,NA,NA,NA,NA,4,3,5,3,3,4,4,5,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"1942",1,2,1,2,2,6,1,1,"TH"
4,"Schaffung von Wohnraum",43,85,4,5,2,2,1,2,1,1,4,2,NA,3,4,4,4,5,4,3,2,4,4,4,5,4,4,4,5,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"1995",1,1,2,2,2,4,5,1,"RLP"
5,"Die Brücke ",101,101,1,1,5,1,1,1,1,1,1,2,NA,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"1985",2,2,1,1,2,4,1,1,"RLP"
5,"Öffentlicher Nahverkehr!",101,101,4,4,4,5,2,6,1,2,6,2,NA,1,1,2,4,5,5,5,4,5,1,5,1,4,4,5,5,3,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"1993",2,1,2,2,2,6,4,1,"RLP"
4,"Ausbau der Grünflächen und Klimatisierung der öffentlichen Gebäude, insbesondere Schulen",76,71,1,1,4,3,4,2,4,2,3,1,"NACHRICHTENBLATT",2,1,2,5,5,5,4,3,3,3,4,4,4,3,2,4,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"1987",2,2,1,1,2,3,1,1,"RLP"
4,"Bildung",77,91,5,5,3,4,3,2,4,3,5,1,"Allgemeine Zeitung ",4,3,3,4,4,4,5,4,4,4,4,3,4,4,3,5,3,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"1955",2,2,1,2,2,6,2,1,"RLP"
5,"Klimawandel",92,92,5,2,1,5,1,1,1,1,5,1,"Thüringer Allgemeine",1,1,1,NA,NA,NA,NA,NA,4,3,4,3,5,5,3,5,3,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"1962",1,2,1,2,1,6,5,1,"TH"
5,"Einkaufsmöglichkeiten beibehalten",98,72,5,2,4,5,3,6,3,3,5,1,"Thüringer Allgemeine",3,2,1,NA,NA,NA,NA,NA,3,2,3,3,4,4,4,4,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"1967",2,2,1,2,1,6,1,1,"TH"
5,"Mehr Grün in der Stadt !!!!!!!!!",101,101,5,3,1,6,1,6,1,3,6,1,"AZ Mainz",1,1,1,5,5,5,3,2,4,3,4,3,5,5,5,5,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"1955",2,1,2,2,2,6,5,1,"RLP"
3,NA,55,53,NA,NA,NA,NA,NA,NA,NA,NA,5,2,NA,3,4,NA,4,2,4,3,1,4,NA,4,NA,3,5,3,4,2,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,"1951",NA,1,1,NA,NA,6,2,1,"RLP"
3,"Begrünung von versiegelter Fläche",78,70,3,2,3,4,2,5,1,2,5,2,NA,4,2,3,4,5,5,5,5,3,3,3,3,4,4,2,4,1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"1995",1,1,1,2,2,2,5,1,"RLP"
2,"Capitol Palatin Kino Schließung",15,11,1,1,1,1,1,1,1,1,3,2,NA,4,5,1,1,2,3,5,5,3,3,5,4,2,2,1,4,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"2001",1,2,2,2,1,2,5,1,"RLP"
5,"Bezahlbarer Wohnraum",87,86,5,1,6,6,3,1,2,1,3,1,"Thüringer Allgemeine ",4,2,3,NA,NA,NA,NA,NA,5,3,5,3,2,2,3,3,2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"1964",2,2,1,2,2,6,2,1,"TH"
5,"Inflation",101,101,4,4,5,6,4,5,2,2,5,2,NA,5,3,3,NA,NA,NA,NA,NA,5,1,5,1,5,5,5,5,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"1981",1,2,2,2,1,6,4,1,"TH"
4,"Nachhaltigkeit",64,74,4,5,3,4,2,4,1,3,4,2,NA,2,3,5,5,5,5,5,5,4,2,4,2,3,2,2,1,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"1965",1,1,2,2,2,4,5,1,"RLP"
2,"Digitalisierung",33,71,2,1,3,2,3,1,3,2,3,2,NA,4,3,3,4,4,4,4,4,2,1,1,3,1,2,1,3,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"1984",3,2,2,2,1,6,1,1,"RLP"
4,"Ein neues Feuerwehrgerätehaus",64,94,3,2,5,6,4,5,3,1,5,2,NA,3,4,4,4,4,4,4,4,3,3,4,3,4,4,5,5,3,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"1991",1,2,1,2,2,6,1,1,"RLP"
4,"Gesundheitswesen",81,98,6,4,1,5,1,5,2,2,4,1,"Allgemeine Zeitung Mainz",2,1,1,5,5,4,4,2,4,2,4,3,5,4,5,5,2,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"1956",1,2,1,2,2,6,4,1,"RLP"
4,"weiß nicht",101,71,4,1,4,5,4,4,4,2,2,2,NA,2,2,2,4,5,5,5,5,3,3,2,2,4,3,4,4,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"1958",2,2,1,2,2,4,1,1,"RLP"
4,"Umweltverträglichkeit",101,101,5,5,3,4,3,3,3,3,4,2,NA,2,3,1,5,5,5,5,5,3,3,3,3,5,5,4,5,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"1952",1,2,1,2,2,6,2,1,"RLP"
4,"Die unsoziale Behandlung von Mitarbeitern durch Lüning ",85,82,3,5,1,1,3,5,1,4,5,1,"AZ",2,1,1,4,5,5,5,5,3,2,4,4,5,5,3,5,3,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,"1983",2,2,1,2,1,6,5,1,"RLP"
4,"Renten",101,89,1,1,6,5,1,6,1,4,4,2,NA,3,2,2,NA,NA,NA,NA,NA,3,3,2,3,5,4,3,5,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"1989",2,2,1,2,2,4,4,1,"TH"
